"SpatialAssessmentUnit";"Biotic_group";"integ_beat";"number_indicators"
"100kmE29N31";"Fish";0.614807692307692;52
"100kmE29N31";"Invertebrate fisheries";0.628333333333333;6
"100kmE29N32";"Benthic fauna quality";0.54;1
"100kmE29N32";"Birds";0.443870967741935;31
"100kmE29N32";"Cetaceans";NA;0
"100kmE29N32";"Fish";0.620571428571429;35
"100kmE29N32";"Invertebrate fisheries";0.628333333333333;6
"100kmE29N33";"Benthic fauna quality";0.54;1
"100kmE29N33";"Birds";0.443870967741935;31
"100kmE29N33";"Cetaceans";NA;0
"100kmE29N33";"Fish";0.6175;16
"100kmE29N33";"Invertebrate fisheries";0.595;2
"100kmE29N34";"Benthic fauna quality";0.375;2
"100kmE29N34";"Birds";0.443870967741935;31
"100kmE29N34";"Cetaceans";NA;0
"100kmE29N34";"Fish";0.6228125;32
"100kmE29N34";"Invertebrate fisheries";0.5125;4
"100kmE29N35";"Benthic fauna quality";0.21;1
"100kmE29N35";"Birds";0.443870967741935;31
"100kmE29N35";"Cetaceans";NA;0
"100kmE29N35";"Fish";0.628125;16
"100kmE29N35";"Invertebrate fisheries";0.43;2
"100kmE29N36";"Birds";0.443870967741935;31
"100kmE29N36";"Cetaceans";NA;0
"100kmE29N36";"Fish";0.613454545454545;55
"100kmE29N37";"Cetaceans";NA;0
"100kmE29N37";"Fish";0.619850746268657;67
"100kmE29N38";"Fish";0.612285714285714;35
"100kmE29N39";"Fish";0.612285714285714;35
"100kmE29N40";"Fish";0.649166666666667;12
"100kmE29N41";"Fish";0.649166666666667;24
"100kmE30N24";"Fish";0.675;12
"100kmE30N25";"Fish";0.66375;24
"100kmE30N26";"Fish";0.6525;12
"100kmE30N27";"Fish";0.6525;12
"100kmE30N28";"Cetaceans";NA;0
"100kmE30N28";"Fish";0.6525;24
"100kmE30N29";"Benthic fauna quality";0.345;2
"100kmE30N29";"Birds";0.443870967741935;31
"100kmE30N29";"Cetaceans";NA;0
"100kmE30N29";"Fish";0.623448275862069;29
"100kmE30N30";"Benthic fauna quality";0.54;1
"100kmE30N30";"Birds";0.443870967741935;31
"100kmE30N30";"Cetaceans";NA;0
"100kmE30N30";"Fish";0.602941176470588;17
"100kmE30N31";"Benthic fauna quality";0.54;1
"100kmE30N31";"Birds";0.443870967741935;31
"100kmE30N31";"Cetaceans";NA;0
"100kmE30N31";"Fish";0.613611111111111;36
"100kmE30N31";"Invertebrate fisheries";0.645;4
"100kmE30N32";"Benthic fauna quality";0.54;1
"100kmE30N32";"Birds";0.443870967741935;31
"100kmE30N32";"Cetaceans";NA;0
"100kmE30N32";"Fish";0.620571428571429;35
"100kmE30N32";"Invertebrate fisheries";0.628333333333333;6
"100kmE30N33";"Benthic fauna quality";0.54;1
"100kmE30N33";"Birds";0.443870967741935;31
"100kmE30N33";"Cetaceans";NA;0
"100kmE30N33";"Fish";0.623157894736842;19
"100kmE30N33";"Invertebrate fisheries";0.645;4
"100kmE30N36";"Benthic fauna quality";0.21;1
"100kmE30N36";"Birds";0.443870967741935;31
"100kmE30N36";"Cetaceans";NA;0
"100kmE30N36";"Fish";0.607435897435897;39
"100kmE30N36";"Invertebrate fisheries";0.7;8
"100kmE30N37";"Birds";0.443870967741935;31
"100kmE30N37";"Fish";0.59304347826087;23
"100kmE30N38";"Fish";0.59304347826087;23
"100kmE30N39";"Fish";0.612285714285714;35
"100kmE30N40";"Fish";0.612285714285714;35
"100kmE30N41";"Fish";0.612285714285714;35
"100kmE30N42";"Fish";0.607460317460317;63
"100kmE31N23";"Fish";0.675;12
"100kmE31N24";"Fish";0.66375;24
"100kmE31N25";"Fish";0.66375;24
"100kmE31N26";"Cetaceans";NA;0
"100kmE31N26";"Fish";0.6525;24
"100kmE31N27";"Cetaceans";NA;0
"100kmE31N27";"Fish";0.6525;24
"100kmE31N28";"Birds";0.443870967741935;31
"100kmE31N28";"Cetaceans";NA;0
"100kmE31N28";"Fish";0.631951219512195;41
"100kmE31N28";"Seals";0.68;2
"100kmE31N29";"Benthic fauna quality";0.345;2
"100kmE31N29";"Birds";0.443870967741935;31
"100kmE31N29";"Cetaceans";NA;0
"100kmE31N29";"Fish";0.623448275862069;29
"100kmE31N29";"Seals";0.68;2
"100kmE31N30";"Benthic fauna quality";0.54;1
"100kmE31N30";"Birds";0.443870967741935;31
"100kmE31N30";"Cetaceans";NA;0
"100kmE31N30";"Fish";0.6128125;32
"100kmE31N31";"Benthic fauna quality";0.54;1
"100kmE31N31";"Birds";0.443870967741935;31
"100kmE31N31";"Cetaceans";NA;0
"100kmE31N31";"Fish";0.623529411764706;68
"100kmE31N31";"Invertebrate fisheries";0.661666666666667;6
"100kmE31N32";"Benthic fauna quality";0.54;1
"100kmE31N32";"Birds";0.443870967741935;31
"100kmE31N32";"Cetaceans";NA;0
"100kmE31N32";"Fish";0.623157894736842;19
"100kmE31N32";"Invertebrate fisheries";0.645;4
"100kmE31N33";"Benthic fauna quality";0.54;1
"100kmE31N33";"Birds";0.443870967741935;31
"100kmE31N33";"Cetaceans";NA;0
"100kmE31N33";"Fish";0.63953488372093;43
"100kmE31N33";"Invertebrate fisheries";0.713636363636364;11
"100kmE31N36";"Birds";0.443870967741935;31
"100kmE31N36";"Fish";0.59304347826087;23
"100kmE31N36";"Invertebrate fisheries";0.79;6
"100kmE31N37";"Birds";0.443870967741935;31
"100kmE31N37";"Fish";0.59304347826087;23
"100kmE31N38";"Birds";0.443870967741935;31
"100kmE31N38";"Fish";0.59304347826087;23
"100kmE31N39";"Birds";0.443870967741935;31
"100kmE31N39";"Fish";0.59304347826087;23
"100kmE31N40";"Birds";0.443870967741935;31
"100kmE31N40";"Fish";0.59304347826087;23
"100kmE31N41";"Fish";0.59304347826087;23
"100kmE31N42";"Fish";0.597647058823529;51
"100kmE32N23";"Birds";0.87;1
"100kmE32N23";"Cetaceans";0.25;1
"100kmE32N23";"Fish";0.681538461538462;13
"100kmE32N24";"Birds";0.87;1
"100kmE32N24";"Cetaceans";0.25;1
"100kmE32N24";"Fish";0.662702702702703;37
"100kmE32N25";"Birds";0.87;1
"100kmE32N25";"Cetaceans";0.25;1
"100kmE32N25";"Fish";0.6568;25
"100kmE32N26";"Cetaceans";NA;0
"100kmE32N26";"Fish";0.6525;36
"100kmE32N27";"Benthic fauna quality";0.15;1
"100kmE32N27";"Cetaceans";NA;0
"100kmE32N27";"Fish";0.6525;12
"100kmE32N28";"Benthic fauna quality";0.15;1
"100kmE32N28";"Cetaceans";NA;0
"100kmE32N28";"Fish";0.6525;12
"100kmE32N29";"Benthic fauna quality";0.52;2
"100kmE32N29";"Birds";0.487936507936508;63
"100kmE32N29";"Cetaceans";NA;0
"100kmE32N29";"Fish";0.6128125;32
"100kmE32N29";"Seals";0.68;2
"100kmE32N30";"Benthic fauna quality";0.52;2
"100kmE32N30";"Birds";0.487936507936508;63
"100kmE32N30";"Cetaceans";NA;0
"100kmE32N30";"Fish";0.6128125;32
"100kmE32N30";"Seals";0.68;2
"100kmE32N31";"Benthic fauna quality";0.54;1
"100kmE32N31";"Birds";0.443870967741935;31
"100kmE32N31";"Cetaceans";NA;0
"100kmE32N31";"Fish";0.633055555555556;36
"100kmE32N31";"Invertebrate fisheries";0.661666666666667;6
"100kmE32N32";"Benthic fauna quality";0.54;1
"100kmE32N32";"Birds";0.443870967741935;31
"100kmE32N32";"Cetaceans";NA;0
"100kmE32N32";"Fish";0.633055555555556;36
"100kmE32N32";"Invertebrate fisheries";0.661666666666667;6
"100kmE32N33";"Benthic fauna quality";0.375;2
"100kmE32N33";"Birds";0.443870967741935;31
"100kmE32N33";"Cetaceans";NA;0
"100kmE32N33";"Fish";0.63953488372093;43
"100kmE32N33";"Invertebrate fisheries";0.713636363636364;11
"100kmE32N34";"Benthic fauna quality";0.21;1
"100kmE32N34";"Birds";0.443870967741935;31
"100kmE32N34";"Cetaceans";NA;0
"100kmE32N34";"Fish";0.6525;24
"100kmE32N34";"Invertebrate fisheries";0.752857142857143;7
"100kmE32N35";"Benthic fauna quality";0.21;1
"100kmE32N35";"Birds";0.443870967741935;31
"100kmE32N35";"Cetaceans";NA;0
"100kmE32N35";"Fish";0.6525;24
"100kmE32N35";"Invertebrate fisheries";0.752857142857143;7
"100kmE32N37";"Benthic fauna quality";0.21;1
"100kmE32N37";"Birds";0.443870967741935;31
"100kmE32N37";"Fish";0.59304347826087;23
"100kmE32N37";"Invertebrate fisheries";0.79;6
"100kmE32N38";"Benthic fauna quality";0.21;1
"100kmE32N38";"Birds";0.443870967741935;31
"100kmE32N38";"Fish";0.59304347826087;23
"100kmE32N38";"Invertebrate fisheries";0.79;6
"100kmE32N39";"Benthic fauna quality";0.21;1
"100kmE32N39";"Birds";0.443870967741935;31
"100kmE32N39";"Fish";0.59304347826087;23
"100kmE32N39";"Invertebrate fisheries";0.79;6
"100kmE32N40";"Birds";0.443870967741935;31
"100kmE32N40";"Fish";0.59304347826087;23
"100kmE32N41";"Fish";0.59304347826087;23
"100kmE33N23";"Birds";0.87;1
"100kmE33N23";"Cetaceans";0.25;1
"100kmE33N23";"Fish";0.6676;25
"100kmE33N24";"Birds";0.87;1
"100kmE33N24";"Cetaceans";0.25;1
"100kmE33N24";"Fish";0.6676;25
"100kmE33N25";"Cetaceans";NA;0
"100kmE33N25";"Fish";0.6525;24
"100kmE33N26";"Benthic fauna quality";0.15;1
"100kmE33N26";"Cetaceans";NA;0
"100kmE33N26";"Fish";0.6525;24
"100kmE33N27";"Benthic fauna quality";0.15;1
"100kmE33N27";"Cetaceans";NA;0
"100kmE33N27";"Fish";0.6525;12
"100kmE33N32";"Benthic fauna quality";0.54;1
"100kmE33N32";"Birds";0.443870967741935;31
"100kmE33N32";"Cetaceans";NA;0
"100kmE33N32";"Fish";0.644117647058824;17
"100kmE33N32";"Invertebrate fisheries";0.695;2
"100kmE33N33";"Benthic fauna quality";0.21;1
"100kmE33N33";"Birds";0.443870967741935;31
"100kmE33N33";"Cetaceans";NA;0
"100kmE33N33";"Fish";0.6525;24
"100kmE33N33";"Invertebrate fisheries";0.752857142857143;7
"100kmE33N34";"Benthic fauna quality";0.21;1
"100kmE33N34";"Birds";0.443870967741935;31
"100kmE33N34";"Cetaceans";NA;0
"100kmE33N34";"Fish";0.6525;24
"100kmE33N34";"Invertebrate fisheries";0.752857142857143;7
"100kmE33N35";"Benthic fauna quality";0.21;1
"100kmE33N35";"Birds";0.443870967741935;31
"100kmE33N35";"Cetaceans";NA;0
"100kmE33N35";"Fish";0.6525;24
"100kmE33N35";"Invertebrate fisheries";0.752857142857143;7
"100kmE33N39";"Benthic fauna quality";0.21;1
"100kmE33N39";"Birds";0.443870967741935;31
"100kmE33N39";"Fish";0.59304347826087;23
"100kmE33N39";"Invertebrate fisheries";0.79;6
"100kmE33N40";"Benthic fauna quality";0.21;1
"100kmE33N40";"Birds";0.443870967741935;31
"100kmE33N40";"Fish";0.59304347826087;23
"100kmE33N40";"Invertebrate fisheries";0.79;6
"100kmE33N41";"Birds";0.443870967741935;31
"100kmE33N41";"Fish";0.59304347826087;23
"100kmE34N24";"Benthic fauna quality";0.15;1
"100kmE34N24";"Cetaceans";NA;0
"100kmE34N24";"Fish";0.6525;12
"100kmE34N25";"Benthic fauna quality";0.15;1
"100kmE34N25";"Cetaceans";NA;0
"100kmE34N25";"Fish";0.6525;12
"100kmE34N26";"Benthic fauna quality";0.15;1
"100kmE34N26";"Cetaceans";NA;0
"100kmE34N26";"Fish";0.6525;24
"100kmE34N34";"Benthic fauna quality";0.21;1
"100kmE34N34";"Birds";0.443870967741935;31
"100kmE34N34";"Cetaceans";NA;0
"100kmE34N34";"Fish";0.6525;24
"100kmE34N34";"Invertebrate fisheries";0.752857142857143;7
"100kmE34N35";"Benthic fauna quality";0.21;1
"100kmE34N35";"Birds";0.443870967741935;31
"100kmE34N35";"Cetaceans";NA;0
"100kmE34N35";"Fish";0.6525;24
"100kmE34N35";"Invertebrate fisheries";0.752857142857143;7
"100kmE34N40";"Benthic fauna quality";0.285;2
"100kmE34N40";"Birds";0.487936507936508;63
"100kmE34N40";"Fish";0.59304347826087;23
"100kmE34N40";"Invertebrate fisheries";0.79;6
"100kmE34N40";"Seals";0.55;1
"100kmE34N41";"Benthic fauna quality";0.285;2
"100kmE34N41";"Birds";0.476704545454545;88
"100kmE34N41";"Fish";0.581794871794872;39
"100kmE34N41";"Invertebrate fisheries";0.79;6
"100kmE34N41";"Seals";0.55;1
"100kmE35N40";"Benthic fauna quality";0.36;1
"100kmE35N40";"Birds";0.530625;32
"100kmE35N40";"Cetaceans";NA;0
"100kmE35N40";"Fish";0.629183673469388;49
"100kmE35N40";"Invertebrate fisheries";0.755;12
"100kmE35N40";"Seals";0.55;1
"100kmE35N41";"Benthic fauna quality";0.36;1
"100kmE35N41";"Birds";0.530625;32
"100kmE35N41";"Cetaceans";NA;0
"100kmE35N41";"Fish";0.629183673469388;49
"100kmE35N41";"Invertebrate fisheries";0.755;12
"100kmE35N41";"Seals";0.55;1
"100kmE35N42";"Birds";0.494561403508772;57
"100kmE35N42";"Cetaceans";NA;0
"100kmE35N42";"Fish";0.613538461538462;65
"100kmE36N41";"Benthic fauna quality";0.36;1
"100kmE36N41";"Birds";0.530625;32
"100kmE36N41";"Cetaceans";NA;0
"100kmE36N41";"Fish";0.661153846153846;26
"100kmE36N41";"Invertebrate fisheries";0.72;6
"100kmE36N41";"Seals";0.55;1
"100kmE36N42";"Birds";0.530625;32
"100kmE36N42";"Cetaceans";NA;0
"100kmE36N42";"Fish";0.661153846153846;26
"100kmE36N43";"Birds";0.494561403508772;57
"100kmE36N43";"Cetaceans";NA;0
"100kmE36N43";"Fish";0.658157894736842;38
"100kmE37N42";"Benthic fauna quality";0.36;1
"100kmE37N42";"Birds";0.530625;32
"100kmE37N42";"Cetaceans";NA;0
"100kmE37N42";"Fish";0.661153846153846;26
"100kmE37N42";"Invertebrate fisheries";0.72;6
"100kmE37N43";"Birds";0.494561403508772;57
"100kmE37N43";"Cetaceans";NA;0
"100kmE37N43";"Fish";0.658157894736842;38
"100kmE37N44";"Birds";0.4484;25
"100kmE37N44";"Fish";0.651666666666667;12
"100kmE38N43";"Benthic fauna quality";0.36;1
"100kmE38N43";"Birds";0.494561403508772;57
"100kmE38N43";"Cetaceans";NA;0
"100kmE38N43";"Fish";0.658157894736842;38
"100kmE38N43";"Invertebrate fisheries";0.7525;8
"100kmE41N63";"Birds";0.512368421052632;38
"100kmE41N63";"Cetaceans";0.44;4
"100kmE41N63";"Fish";0.655714285714286;14
"100kmE41N63";"Zooplankton";0.7575;4
"100kmE42N49";"Birds";0.512368421052632;38
"100kmE42N49";"Cetaceans";0.44;4
"100kmE42N49";"Fish";0.646875;16
"100kmE42N49";"Zooplankton";0.7575;4
"100kmE42N50";"Birds";0.512368421052632;38
"100kmE42N50";"Cetaceans";0.44;4
"100kmE42N50";"Fish";0.646875;16
"100kmE42N50";"Zooplankton";0.7575;4
"100kmE42N61";"Birds";0.512368421052632;38
"100kmE42N61";"Cetaceans";0.44;4
"100kmE42N61";"Fish";0.655714285714286;14
"100kmE42N61";"Zooplankton";0.7575;4
"100kmE42N62";"Birds";0.512368421052632;38
"100kmE42N62";"Cetaceans";0.44;4
"100kmE42N62";"Fish";0.655714285714286;14
"100kmE42N62";"Zooplankton";0.7575;4
"100kmE42N63";"Benthic fauna quality";0.747857142857143;28
"100kmE42N63";"Birds";0.512368421052632;38
"100kmE42N63";"Cetaceans";0.44;4
"100kmE42N63";"Fish";0.655714285714286;14
"100kmE42N63";"Invertebrate fisheries";0.85;2
"100kmE42N63";"Macroalgae";0.356666666666667;3
"100kmE42N63";"Zooplankton";0.7575;4
"100kmE42N64";"Benthic fauna quality";0.747857142857143;28
"100kmE42N64";"Birds";0.512368421052632;38
"100kmE42N64";"Cetaceans";0.44;4
"100kmE42N64";"Fish";0.655714285714286;14
"100kmE42N64";"Invertebrate fisheries";0.85;2
"100kmE42N64";"Macroalgae";0.356666666666667;3
"100kmE42N64";"Zooplankton";0.7575;4
"100kmE43N49";"Benthic fauna quality";0.747857142857143;28
"100kmE43N49";"Birds";0.512368421052632;38
"100kmE43N49";"Cetaceans";0.44;4
"100kmE43N49";"Fish";0.646875;16
"100kmE43N49";"Invertebrate fisheries";0.85;2
"100kmE43N49";"Macroalgae";0.356666666666667;3
"100kmE43N49";"Zooplankton";0.7575;4
"100kmE43N50";"Birds";0.512368421052632;38
"100kmE43N50";"Cetaceans";0.44;4
"100kmE43N50";"Fish";0.646875;16
"100kmE43N50";"Zooplankton";0.7575;4
"100kmE43N59";"Birds";0.512368421052632;38
"100kmE43N59";"Cetaceans";0.44;4
"100kmE43N59";"Fish";0.655714285714286;14
"100kmE43N59";"Zooplankton";0.7575;4
"100kmE43N60";"Benthic fauna quality";0.747857142857143;28
"100kmE43N60";"Birds";0.512368421052632;38
"100kmE43N60";"Cetaceans";0.44;4
"100kmE43N60";"Fish";0.655714285714286;14
"100kmE43N60";"Invertebrate fisheries";0.85;2
"100kmE43N60";"Macroalgae";0.356666666666667;3
"100kmE43N60";"Zooplankton";0.7575;4
"100kmE43N61";"Benthic fauna quality";0.747857142857143;28
"100kmE43N61";"Birds";0.512368421052632;38
"100kmE43N61";"Cetaceans";0.44;4
"100kmE43N61";"Fish";0.655714285714286;14
"100kmE43N61";"Invertebrate fisheries";0.85;2
"100kmE43N61";"Macroalgae";0.356666666666667;3
"100kmE43N61";"Zooplankton";0.7575;4
"100kmE43N62";"Benthic fauna quality";0.747857142857143;28
"100kmE43N62";"Birds";0.512368421052632;38
"100kmE43N62";"Cetaceans";0.44;4
"100kmE43N62";"Fish";0.655714285714286;14
"100kmE43N62";"Invertebrate fisheries";0.85;2
"100kmE43N62";"Macroalgae";0.356666666666667;3
"100kmE43N62";"Zooplankton";0.7575;4
"100kmE43N63";"Benthic fauna quality";0.747857142857143;28
"100kmE43N63";"Birds";0.512368421052632;38
"100kmE43N63";"Cetaceans";0.44;4
"100kmE43N63";"Fish";0.655714285714286;14
"100kmE43N63";"Invertebrate fisheries";0.85;2
"100kmE43N63";"Macroalgae";0.356666666666667;3
"100kmE43N63";"Zooplankton";0.7575;4
"100kmE43N64";"Birds";0.512368421052632;38
"100kmE43N64";"Cetaceans";0.44;4
"100kmE43N64";"Fish";0.655714285714286;14
"100kmE43N64";"Zooplankton";0.7575;4
"100kmE43N65";"Birds";0.512368421052632;38
"100kmE43N65";"Cetaceans";0.44;4
"100kmE43N65";"Fish";0.655714285714286;14
"100kmE43N65";"Zooplankton";0.7575;4
"100kmE43N66";"Birds";0.512368421052632;38
"100kmE43N66";"Cetaceans";0.44;4
"100kmE43N66";"Fish";0.655714285714286;14
"100kmE43N66";"Zooplankton";0.7575;4
"100kmE44N50";"Birds";0.512368421052632;38
"100kmE44N50";"Cetaceans";0.44;4
"100kmE44N50";"Fish";0.646875;16
"100kmE44N50";"Zooplankton";0.7575;4
"100kmE44N51";"Birds";0.512368421052632;38
"100kmE44N51";"Cetaceans";0.44;4
"100kmE44N51";"Fish";0.646875;16
"100kmE44N51";"Zooplankton";0.7575;4
"100kmE44N54";"Benthic fauna quality";0.747857142857143;28
"100kmE44N54";"Birds";0.512368421052632;38
"100kmE44N54";"Cetaceans";0.44;4
"100kmE44N54";"Fish";0.646875;16
"100kmE44N54";"Invertebrate fisheries";0.85;2
"100kmE44N54";"Macroalgae";0.356666666666667;3
"100kmE44N54";"Zooplankton";0.7575;4
"100kmE44N55";"Benthic fauna quality";0.747857142857143;28
"100kmE44N55";"Birds";0.512368421052632;38
"100kmE44N55";"Cetaceans";0.44;4
"100kmE44N55";"Fish";0.653846153846154;26
"100kmE44N55";"Invertebrate fisheries";0.85;4
"100kmE44N55";"Macroalgae";0.356666666666667;3
"100kmE44N55";"Zooplankton";0.7575;4
"100kmE44N56";"Benthic fauna quality";0.747857142857143;28
"100kmE44N56";"Birds";0.512368421052632;38
"100kmE44N56";"Cetaceans";0.44;4
"100kmE44N56";"Fish";0.655714285714286;14
"100kmE44N56";"Invertebrate fisheries";0.85;2
"100kmE44N56";"Macroalgae";0.356666666666667;3
"100kmE44N56";"Zooplankton";0.7575;4
"100kmE44N58";"Benthic fauna quality";0.747857142857143;28
"100kmE44N58";"Birds";0.512368421052632;38
"100kmE44N58";"Cetaceans";0.44;4
"100kmE44N58";"Fish";0.655714285714286;14
"100kmE44N58";"Invertebrate fisheries";0.85;2
"100kmE44N58";"Macroalgae";0.356666666666667;3
"100kmE44N58";"Zooplankton";0.7575;4
"100kmE44N59";"Benthic fauna quality";0.747857142857143;28
"100kmE44N59";"Birds";0.512368421052632;38
"100kmE44N59";"Cetaceans";0.44;4
"100kmE44N59";"Fish";0.655714285714286;14
"100kmE44N59";"Invertebrate fisheries";0.85;2
"100kmE44N59";"Macroalgae";0.356666666666667;3
"100kmE44N59";"Zooplankton";0.7575;4
"100kmE44N63";"Benthic fauna quality";0.747857142857143;28
"100kmE44N63";"Birds";0.512368421052632;38
"100kmE44N63";"Cetaceans";0.44;4
"100kmE44N63";"Fish";0.655714285714286;14
"100kmE44N63";"Invertebrate fisheries";0.85;2
"100kmE44N63";"Macroalgae";0.356666666666667;3
"100kmE44N63";"Zooplankton";0.7575;4
"100kmE44N64";"Birds";0.512368421052632;38
"100kmE44N64";"Cetaceans";0.44;4
"100kmE44N64";"Fish";0.655714285714286;14
"100kmE44N64";"Zooplankton";0.7575;4
"100kmE44N65";"Birds";0.512368421052632;38
"100kmE44N65";"Cetaceans";0.44;4
"100kmE44N65";"Fish";0.655714285714286;14
"100kmE44N65";"Zooplankton";0.7575;4
"100kmE44N66";"Birds";0.512368421052632;38
"100kmE44N66";"Cetaceans";0.44;4
"100kmE44N66";"Fish";0.655714285714286;14
"100kmE44N66";"Zooplankton";0.7575;4
"100kmE44N67";"Birds";0.512368421052632;38
"100kmE44N67";"Cetaceans";0.44;4
"100kmE44N67";"Fish";0.655714285714286;14
"100kmE44N67";"Zooplankton";0.7575;4
"100kmE45N51";"Birds";0.512368421052632;38
"100kmE45N51";"Cetaceans";0.44;4
"100kmE45N51";"Fish";0.646875;16
"100kmE45N51";"Zooplankton";0.7575;4
"100kmE45N52";"Birds";0.512368421052632;38
"100kmE45N52";"Cetaceans";0.44;4
"100kmE45N52";"Fish";0.646875;16
"100kmE45N52";"Zooplankton";0.7575;4
"100kmE45N53";"Benthic fauna quality";0.747857142857143;28
"100kmE45N53";"Birds";0.512368421052632;38
"100kmE45N53";"Cetaceans";0.44;4
"100kmE45N53";"Fish";0.646875;16
"100kmE45N53";"Invertebrate fisheries";0.85;2
"100kmE45N53";"Macroalgae";0.356666666666667;3
"100kmE45N53";"Zooplankton";0.7575;4
"100kmE45N54";"Benthic fauna quality";0.747857142857143;28
"100kmE45N54";"Birds";0.512368421052632;38
"100kmE45N54";"Cetaceans";0.44;4
"100kmE45N54";"Fish";0.646875;16
"100kmE45N54";"Invertebrate fisheries";0.85;2
"100kmE45N54";"Macroalgae";0.356666666666667;3
"100kmE45N54";"Zooplankton";0.7575;4
"100kmE45N55";"Benthic fauna quality";0.747857142857143;28
"100kmE45N55";"Birds";0.512368421052632;38
"100kmE45N55";"Cetaceans";0.44;4
"100kmE45N55";"Fish";0.653846153846154;26
"100kmE45N55";"Invertebrate fisheries";0.85;4
"100kmE45N55";"Macroalgae";0.356666666666667;3
"100kmE45N55";"Zooplankton";0.7575;4
"100kmE45N56";"Benthic fauna quality";0.747857142857143;28
"100kmE45N56";"Birds";0.512368421052632;38
"100kmE45N56";"Cetaceans";0.44;4
"100kmE45N56";"Fish";0.653846153846154;26
"100kmE45N56";"Invertebrate fisheries";0.85;4
"100kmE45N56";"Macroalgae";0.356666666666667;3
"100kmE45N56";"Zooplankton";0.7575;4
"100kmE45N57";"Benthic fauna quality";0.747857142857143;28
"100kmE45N57";"Birds";0.512368421052632;38
"100kmE45N57";"Cetaceans";0.44;4
"100kmE45N57";"Fish";0.655714285714286;14
"100kmE45N57";"Invertebrate fisheries";0.85;2
"100kmE45N57";"Macroalgae";0.356666666666667;3
"100kmE45N57";"Zooplankton";0.7575;4
"100kmE45N58";"Benthic fauna quality";0.747857142857143;28
"100kmE45N58";"Birds";0.512368421052632;38
"100kmE45N58";"Cetaceans";0.44;4
"100kmE45N58";"Fish";0.655714285714286;14
"100kmE45N58";"Invertebrate fisheries";0.85;2
"100kmE45N58";"Macroalgae";0.356666666666667;3
"100kmE45N58";"Zooplankton";0.7575;4
"100kmE45N59";"Benthic fauna quality";0.747857142857143;28
"100kmE45N59";"Birds";0.512368421052632;38
"100kmE45N59";"Cetaceans";0.44;4
"100kmE45N59";"Fish";0.655714285714286;14
"100kmE45N59";"Invertebrate fisheries";0.85;2
"100kmE45N59";"Macroalgae";0.356666666666667;3
"100kmE45N59";"Zooplankton";0.7575;4
"100kmE45N60";"Benthic fauna quality";0.743333333333333;3
"100kmE45N60";"Birds";0.4484;25
"100kmE45N60";"Fish";0.665;10
"100kmE45N60";"Invertebrate fisheries";0.85;2
"100kmE45N64";"Benthic fauna quality";0.747857142857143;28
"100kmE45N64";"Birds";0.512368421052632;38
"100kmE45N64";"Cetaceans";0.44;4
"100kmE45N64";"Fish";0.655714285714286;14
"100kmE45N64";"Invertebrate fisheries";0.85;2
"100kmE45N64";"Macroalgae";0.356666666666667;3
"100kmE45N64";"Zooplankton";0.7575;4
"100kmE45N65";"Birds";0.512368421052632;38
"100kmE45N65";"Cetaceans";0.44;4
"100kmE45N65";"Fish";0.655714285714286;14
"100kmE45N65";"Zooplankton";0.7575;4
"100kmE45N66";"Birds";0.512368421052632;38
"100kmE45N66";"Cetaceans";0.44;4
"100kmE45N66";"Fish";0.659583333333333;24
"100kmE45N66";"Zooplankton";0.7575;4
"100kmE45N67";"Birds";0.512368421052632;38
"100kmE45N67";"Cetaceans";0.44;4
"100kmE45N67";"Fish";0.659583333333333;24
"100kmE45N67";"Zooplankton";0.7575;4
"100kmE46N52";"Benthic fauna quality";0.747857142857143;28
"100kmE46N52";"Birds";0.512368421052632;38
"100kmE46N52";"Cetaceans";0.44;4
"100kmE46N52";"Fish";0.646875;16
"100kmE46N52";"Invertebrate fisheries";0.85;2
"100kmE46N52";"Macroalgae";0.356666666666667;3
"100kmE46N52";"Zooplankton";0.7575;4
"100kmE46N53";"Benthic fauna quality";0.747857142857143;28
"100kmE46N53";"Birds";0.512368421052632;38
"100kmE46N53";"Cetaceans";0.44;4
"100kmE46N53";"Fish";0.646875;16
"100kmE46N53";"Invertebrate fisheries";0.85;2
"100kmE46N53";"Macroalgae";0.356666666666667;3
"100kmE46N53";"Zooplankton";0.7575;4
"100kmE46N54";"Benthic fauna quality";0.747857142857143;28
"100kmE46N54";"Birds";0.512368421052632;38
"100kmE46N54";"Cetaceans";0.44;4
"100kmE46N54";"Fish";0.646875;16
"100kmE46N54";"Invertebrate fisheries";0.85;2
"100kmE46N54";"Macroalgae";0.356666666666667;3
"100kmE46N54";"Zooplankton";0.7575;4
"100kmE46N55";"Benthic fauna quality";0.747857142857143;28
"100kmE46N55";"Birds";0.512368421052632;38
"100kmE46N55";"Cetaceans";0.44;4
"100kmE46N55";"Fish";0.646875;16
"100kmE46N55";"Invertebrate fisheries";0.85;2
"100kmE46N55";"Macroalgae";0.356666666666667;3
"100kmE46N55";"Zooplankton";0.7575;4
"100kmE46N56";"Benthic fauna quality";0.747857142857143;28
"100kmE46N56";"Birds";0.512368421052632;38
"100kmE46N56";"Cetaceans";0.44;4
"100kmE46N56";"Fish";0.653846153846154;26
"100kmE46N56";"Invertebrate fisheries";0.85;4
"100kmE46N56";"Macroalgae";0.356666666666667;3
"100kmE46N56";"Zooplankton";0.7575;4
"100kmE46N57";"Benthic fauna quality";0.747857142857143;28
